FSC-A,SSC-A,IgG,IgG2A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,AmCyan-A
143980.0,180724.5,325.35,248.40001,317.25,-12.150001,345.6,-37.800003,539.39996,649.6
233525.44,62110.8,527.85004,338.85,283.5,90.450005,111.240005,7.5600004,300.44,653.07996
148568.05,223712.55,252.45,315.9,465.75,163.35,197.64001,124.200005,668.16,624.07996
134743.2,136692.9,298.35,78.3,167.40001,27.0,143.64,58.320004,392.08,441.96
79354.6,32155.65,163.35,20.25,113.4,-31.050001,59.4,-66.96,145.0,230.84
151985.84,168345.0,117.450005,252.45,241.65001,20.25,356.40002,55.08,444.28,530.12
189433.52,262143.0,2914.6501,2412.45,3164.4001,427.95,1569.2401,286.2,2146.0,4460.1997
121243.125,134948.7,140.40001,256.5,244.35,31.050001,130.68001,19.44,302.75998,397.87997
143511.72,135507.61,318.6,129.6,206.55,20.25,132.84001,70.200005,279.56,361.91998
117096.68,160311.16,356.4,229.5,386.1,-28.35,338.04,57.24,433.84,598.56
186858.44,262143.0,1491.75,1193.4,1605.15,210.6,847.80005,132.84001,1677.36,2405.8398
121578.0,141397.66,247.05,132.3,180.90001,66.15,128.52,44.280003,380.47998,574.2
79811.84,31064.85,139.05,45.9,72.9,-27.0,83.16,12.960001,136.87999,283.03998
129185.484,146489.86,172.8,249.75,295.65,32.4,345.6,151.20001,438.47998,461.68
53279.96,18913.5,21.6,35.100002,48.600002,-36.45,-55.08,109.08,83.52,184.43999
116221.766,170486.11,217.35,217.35,318.6,20.25,81.0,97.200005,397.87997,443.12
99981.0,56463.75,210.6,359.1,153.90001,33.75,44.280003,81.0,221.56,278.4
120534.72,131916.61,294.30002,189.0,237.6,75.6,145.8,23.76,402.52,494.15997
110496.6,139510.36,390.15,166.05,275.4,25.65,236.52,41.04,349.16,541.72
115720.36,135908.55,282.15,149.85,238.95,102.6,47.52,169.56001,487.19998,512.72
141606.4,141285.61,228.15001,198.45,175.5,116.1,90.72,-125.28001,314.36,510.4
195321.53,262143.0,1799.55,1613.25,1622.7001,240.3,854.28,214.92001,2065.96,3166.7998
147734.52,173805.75,387.45,217.35,157.95,113.4,232.20001,51.840004,499.96,561.44
119283.52,160064.11,257.85,332.1,149.85,55.350002,282.96002,-45.36,494.15997,605.51996
120650.64,73620.9,147.15001,359.1,228.15001,-24.300001,44.280003,-23.76,287.68,433.84
79380.36,22292.55,147.15001,39.15,155.25,44.55,17.28,16.2,64.96,135.72
109688.84,142358.86,124.200005,314.55002,121.5,-12.150001,164.16,30.240002,483.72,457.03998
150828.48,180046.8,291.6,315.9,261.9,5.4,168.48001,3.2400002,603.2,593.92
124121.805,168157.36,344.25,211.95,437.4,97.200005,266.76,-3.2400002,613.63995,610.16
134032.97,149048.11,251.1,232.2,190.35,86.4,136.08,-33.48,475.59998,615.95996
130358.484,171680.86,230.85,205.2,226.8,76.950005,397.44,-6.4800005,508.08,597.39996
109161.68,111138.75,230.85,286.2,301.05002,51.3,292.68002,315.36002,328.28,396.72
132361.33,129404.25,284.85,284.85,140.40001,76.950005,340.2,-8.64,433.84,382.8
125800.805,146484.45,299.7,255.15001,257.85,44.55,146.88,84.240005,470.96,486.03998
155438.61,262143.0,2218.05,2003.4,2852.55,213.3,1036.8,378.0,1902.3999,3698.0798
119547.56,158089.05,279.45,141.75,189.0,81.0,290.52002,-3.2400002,497.63998,526.64
109229.766,70821.0,228.15001,361.80002,101.25,22.95,135.0,-79.920006,314.36,265.63998
175286.69,262143.0,1181.25,841.05,972.0,178.2,672.84,49.68,1395.48,2062.48
113340.32,129986.1,307.80002,213.3,253.8,6.75,113.4,-14.040001,477.91998,394.4
103065.766,77319.9,226.8,396.9,268.65,76.950005,55.08,-74.520004,278.4,520.83997
133429.44,164173.5,224.1,283.5,274.05002,37.8,168.48001,-31.320002,523.16,452.4
105026.28,103511.25,214.65001,144.45,70.200005,37.8,79.920006,102.600006,344.52,416.44
104850.56,117331.2,160.65001,172.8,175.5,51.3,56.160004,-21.6,370.03998,390.91998
118884.24,134581.5,128.25,144.45,471.15,86.4,328.32,47.52,372.36,527.8
109405.484,107374.95,147.15001,32.4,190.35,78.3,278.64,110.16,390.91998,487.19998
137195.92,154781.55,310.5,283.5,148.5,-10.8,308.88,-2.16,477.91998,549.83997
122539.4,155974.95,295.65,213.3,290.25,33.75,153.36,62.640003,540.56,502.28
127308.68,167503.95,275.4,217.35,12.150001,95.85,270.0,-29.160002,491.84,568.39996
81045.56,30609.9,171.45,135.0,44.55,8.1,82.08,-3.2400002,67.28,371.19998
115349.6,142096.95,202.5,210.6,260.55002,72.9,248.40001,78.840004,443.12,554.48
151363.0,140393.25,224.1,379.35,218.7,66.15,317.52002,23.76,475.59998,621.76
80835.805,30738.15,102.6,-48.600002,58.05,64.8,-54.000004,1.08,149.64,305.08
118270.6,144182.7,279.45,28.35,194.40001,29.7,315.36002,42.120003,503.43997,624.07996
126526.68,146325.16,357.75,228.15001,518.4,75.6,411.48,-34.56,351.47998,619.44
131715.48,149947.2,217.35,182.25,279.45,10.8,228.96,-20.52,441.96,631.04
82934.32,135741.16,209.25,194.40001,179.55,51.3,111.240005,112.32001,334.08,394.4
132225.16,180928.36,340.2,295.65,460.35,-24.300001,281.88,52.920002,487.19998,602.04
141172.16,113386.5,143.1,89.1,90.450005,190.35,130.68001,-8.64,358.44,444.28
146998.52,144610.66,197.1,153.90001,330.75,32.4,137.16,46.440002,392.08,443.12
129996.0,139186.36,237.6,137.7,382.05002,36.45,319.68002,9.72,394.4,519.68
146710.56,199223.55,453.6,276.75,247.05,40.5,411.48,87.48,576.51996,596.24
119129.88,140200.2,213.3,139.05,363.15,106.65,82.08,99.36,279.56,487.19998
121527.4,118490.85,197.1,222.75,352.35,27.0,342.36002,-8.64,351.47998,223.87999
153585.72,215472.16,271.35,159.3,658.8,24.300001,325.08002,-18.36,624.07996,571.88
114569.445,110457.0,245.7,121.5,189.0,90.450005,86.4,12.960001,303.91998,366.56
110258.32,123453.45,271.35,225.45,279.45,5.4,38.88,-34.56,233.15999,354.96
133854.48,150017.4,209.25,79.65,148.5,39.15,198.72,-9.72,422.24,598.56
112246.445,109829.25,172.8,22.95,309.15,122.85,178.20001,87.48,328.28,419.91998
91877.64,91719.0,182.25,95.85,182.25,24.300001,195.48001,-11.88,178.64,305.08
116113.2,107063.1,183.6,98.55,233.55,108.0,60.480003,33.48,237.79999,356.12
106510.24,137566.36,267.30002,62.100002,248.40001,16.2,313.2,210.6,314.36,467.47998
122987.445,174098.7,199.8,110.700005,360.45,24.300001,209.52,122.04001,517.36,475.59998
111546.32,128016.45,249.75,87.75,303.75,18.9,143.64,91.8,345.68,415.28
129938.96,157111.66,318.6,216.0,243.0,98.55,195.48001,91.8,506.91998,448.91998
117196.04,127926.0,147.15001,249.75,291.6,116.1,268.92,-3.2400002,336.4,433.84
121009.445,142028.11,265.95,108.0,66.15,13.5,252.72002,79.920006,496.47998,363.08
53887.16,73110.6,325.35,379.35,151.2,63.45,297.0,-15.120001,283.03998,598.56
134026.52,112009.5,224.1,137.7,190.35,78.3,221.40001,-11.88,300.44,416.44
177165.33,262143.0,2300.4001,2026.35,3221.1,217.35,1212.8401,92.880005,1940.6799,3970.68
120451.92,138118.5,180.90001,129.6,29.7,67.5,184.68001,19.44,411.8,315.52
103060.24,107338.5,113.4,117.450005,124.200005,37.8,321.84003,-22.68,335.24,390.91998
121385.72,146133.45,252.45,251.1,336.15,4.05,203.04001,-34.56,490.68,444.28
134800.25,160560.9,221.40001,136.35,214.65001,62.100002,253.8,45.36,446.59998,570.72
121042.56,115167.15,230.85,184.95,232.2,6.75,14.040001,19.44,316.68,429.19998
190574.33,262143.0,1930.5,1748.25,1992.6,193.05,855.36005,305.64,1808.44,3227.1199
144768.44,172604.25,284.85,190.35,603.45,-4.05,218.16,137.16,447.75998,600.88
123162.24,143649.45,238.95,252.45,504.9,70.200005,348.84003,64.8,401.36,586.95996
116598.96,119973.15,116.1,166.05,85.05,28.35,104.76,36.72,343.36,421.08
150502.8,100579.055,311.85,230.85,363.15,79.65,150.12001,25.920002,228.51999,429.19998
167842.97,174225.61,365.85,214.65001,130.95,-32.4,90.72,-2.16,381.63998,512.72
139179.44,159147.45,382.05002,193.05,359.1,-16.2,288.36002,-17.28,505.75998,488.36
113765.36,128625.305,314.55002,94.5,225.45,0.0,167.40001,119.880005,409.47998,551.0
167388.48,175389.3,333.45,201.15001,396.9,45.9,328.32,140.40001,564.92,650.76
112493.92,126405.9,342.9,198.45,290.25,8.1,299.16,-49.68,399.03998,417.59998
144618.48,172200.61,95.85,152.55,286.2,-13.5,222.48001,22.68,523.16,439.63998
139785.72,232880.4,418.5,448.2,437.4,-63.45,257.04,73.44,647.27997,864.19995
118397.56,149620.5,136.35,268.65,286.2,-21.6,371.52002,75.600006,399.03998,566.07996
124346.28,111252.15,51.3,255.15001,179.55,39.15,193.32,117.72,380.47998,476.75998
100077.6,64366.652,263.25,211.95,368.55002,110.700005,130.68001,72.36,294.63998,465.15997
122792.4,118469.25,75.6,268.65,297.0,124.200005,191.16,-14.040001,450.08,476.75998
108591.28,120172.95,265.95,140.40001,252.45,43.2,335.88,33.48,423.4,635.68
105659.24,121096.35,220.05,168.75,283.5,-22.95,147.96,50.760002,305.08,354.96
85379.68,68881.055,259.2,286.2,156.6,6.75,149.04001,15.120001,261.0,490.68
140268.72,157300.66,237.6,229.5,187.65001,40.5,72.36,-14.040001,484.87997,445.44
92264.04,73927.35,248.40001,284.85,220.05,76.950005,101.520004,3.2400002,356.12,461.68
133933.61,174503.7,268.65,213.3,265.95,20.25,363.96002,-33.48,539.39996,605.51996
199977.64,262143.0,1560.6,1341.9,1595.7001,419.85,1064.88,160.92001,1757.3999,2509.0798
125357.36,143047.36,81.0,245.7,199.8,8.1,138.24,0.0,367.72,375.84
116385.52,135487.36,163.35,292.95,186.3,141.75,127.44,63.72,430.36,414.12
134941.92,152663.4,379.35,309.15,364.5,2.7,389.88,189.0,451.24,574.2
142023.16,185799.16,314.55002,271.35,267.30002,32.4,228.96,71.28001,596.24,560.27997
138125.12,183762.0,186.3,365.85,238.95,35.100002,477.36002,-100.44,447.75998,725.0
142137.25,62276.85,340.2,392.85,259.2,39.15,28.080002,20.52,136.87999,422.24
125300.32,156801.16,349.65,159.3,229.5,45.9,189.0,69.12,473.28,486.03998
60981.28,18762.3,103.950005,14.85,114.75,-40.5,126.36001,-48.600002,52.199997,258.68
96822.64,115339.95,198.45,133.65001,202.5,-16.2,317.52002,110.16,245.92,373.52
171253.4,262143.0,1973.7001,1741.5,2155.95,318.6,940.68005,64.8,1526.5599,3098.3599
157969.52,205839.9,241.65001,261.9,309.15,89.1,535.68,154.44,535.92,640.32
116849.2,126850.055,261.9,221.40001,64.8,-20.25,196.56001,-58.320004,373.52,433.84
107188.28,134053.66,319.95,99.9,267.30002,48.600002,328.32,37.800003,310.88,421.08
102270.88,118320.75,153.90001,213.3,203.85,-45.9,-24.84,-72.36,399.03998,416.44
142508.0,143438.86,178.2,326.7,257.85,125.55,172.8,132.84001,409.47998,540.56
131557.25,138519.45,199.8,229.5,369.9,83.700005,57.24,27.000002,410.63998,510.4
120152.92,129154.5,268.65,182.25,263.25,-22.95,253.8,-8.64,445.44,475.59998
99844.84,87466.5,257.85,418.5,272.7,2.7,59.4,-25.920002,375.84,511.56
128099.88,159610.5,179.55,135.0,430.65,-6.75,166.32,167.40001,491.84,577.68
222212.2,53106.3,630.45,400.95,129.6,64.8,189.0,12.960001,283.03998,675.12
141352.48,162892.36,344.25,276.75,426.6,-2.7,238.68001,-57.24,461.68,528.95996
121432.64,125259.75,243.0,145.8,216.0,-74.25,123.12,34.56,310.88,431.52
120625.805,154843.66,191.7,340.2,149.85,62.100002,120.96001,14.040001,479.08,576.51996
82239.72,28331.1,143.1,-5.4,170.1,-14.85,147.96,-43.2,158.92,432.68
95921.04,81410.4,249.75,191.7,253.8,56.7,274.32,183.6,254.04,495.31998
108078.84,101956.055,187.65001,93.15,143.1,36.45,147.96,110.16,402.52,338.72
104973.84,118982.25,214.65001,113.4,136.35,-12.150001,343.44,114.48,337.56,430.36
120113.36,135066.16,257.85,301.05002,137.7,74.25,279.72,34.56,436.15997,450.08
137990.8,146032.2,313.2,261.9,164.7,116.1,97.200005,-34.56,385.12,451.24
97535.64,142735.5,286.2,1804.9501,548.10004,-32.4,304.56,111.240005,437.31998,475.59998
110787.32,126900.0,302.4,102.6,187.65001,-1.35,183.6,11.88,409.47998,389.75998
121452.88,177584.4,244.35,218.7,380.7,-32.4,279.72,66.96,531.27997,660.04
153789.05,179909.11,276.75,214.65001,440.1,56.7,183.6,33.48,415.28,564.92
117552.086,144717.3,175.5,255.15001,324.0,-20.25,280.80002,58.320004,431.52,548.68
125205.56,189514.36,349.65,114.75,174.15001,78.3,412.56003,110.16,556.8,473.28
110997.08,141500.25,237.6,98.55,162.0,17.550001,174.96,24.84,366.56,426.87997
174474.33,262143.0,1431.0,1498.5,1412.1,257.85,1162.0801,133.92,1795.6799,2722.52
146256.08,140224.5,252.45,193.05,288.9,25.65,228.96,-4.32,429.19998,457.03998
158855.48,262143.0,2458.35,1912.9501,2428.6501,255.15001,1043.28,272.16,2063.64,3978.7998
82415.445,106856.555,213.3,248.40001,183.6,2.7,213.84001,66.96,351.47998,307.4
128959.164,174399.75,175.5,257.85,413.1,-27.0,325.08002,14.040001,523.16,528.95996
115557.52,161547.75,207.90001,199.8,307.80002,39.15,302.40002,112.32001,455.87997,526.64
121078.445,150757.2,167.40001,391.5,332.1,-54.0,207.36002,96.12,433.84,531.27997
95549.36,83176.2,261.9,178.2,152.55,54.0,186.84001,-29.160002,323.63998,397.87997
110495.68,118431.45,243.0,251.1,252.45,36.45,85.32,48.600002,328.28,394.4
116714.88,70845.305,274.05002,224.1,170.1,-8.1,261.36002,20.52,308.56,437.31998
130140.445,122990.4,244.35,270.0,210.6,16.2,338.04,-43.2,383.96,446.59998
137593.36,164115.45,238.95,205.2,47.25,40.5,314.28,113.4,491.84,574.2
161690.0,197144.55,386.1,248.40001,313.2,129.6,354.24002,130.68001,615.95996,743.56
146276.33,176874.3,260.55002,249.75,429.30002,2.7,375.84003,69.12,568.39996,577.68
118983.6,128690.1,112.05,155.25,255.15001,52.65,237.6,51.840004,385.12,361.91998
131452.36,178576.66,326.7,261.9,352.35,21.6,554.04004,116.64001,571.88,611.32
102039.04,126916.2,210.6,79.65,113.4,1.35,167.40001,162.0,399.03998,406.0
131197.52,161395.2,322.65,241.65001,272.7,25.65,366.12003,47.52,406.0,557.95996
138202.4,184589.55,257.85,110.700005,360.45,47.25,170.64,75.600006,371.19998,641.48
140715.84,143899.2,252.45,329.4,207.90001,14.85,338.04,60.480003,483.72,641.48
121798.805,129807.9,225.45,240.3,321.30002,45.9,281.88,-30.240002,385.12,588.12
125447.52,135279.45,211.95,160.65001,209.25,14.85,117.72,42.120003,477.91998,556.8
114235.484,130439.7,187.65001,78.3,283.5,48.600002,357.48,7.5600004,339.88,461.68
87614.36,33027.75,101.25,16.2,149.85,5.4,75.600006,-60.480003,216.92,165.87999
207207.0,262143.0,2570.4001,1971.0,1888.65,340.2,1238.76,330.48,2241.1199,3786.24
161495.89,262143.0,1821.15,1718.55,1784.7001,278.1,1004.4,143.64,1669.24,3235.24
131709.97,116970.75,209.25,102.6,183.6,58.05,225.72002,3.2400002,315.52,354.96
142394.84,176319.45,255.15001,313.2,508.95,55.350002,182.52,141.48001,528.95996,553.32
99120.805,126017.1,184.95,206.55,9.45,68.85,103.68001,-49.68,305.08,360.75998
114144.4,143340.3,157.95,135.0,39.15,91.8,58.320004,59.4,394.4,552.16
97661.68,65182.05,283.5,329.4,133.65001,37.8,253.8,-86.4,232.0,288.84
103276.445,75483.9,166.05,106.65,545.4,45.9,168.48001,43.2,228.51999,357.28
206233.64,262143.0,1957.5,1618.65,1826.55,373.95,1011.96,245.16,2083.3599,3339.64
113245.56,84029.4,314.55002,346.95,237.6,47.25,136.08,8.64,334.08,503.43997
110398.164,115803.0,159.3,198.45,270.0,25.65,375.84003,5.4,261.0,428.03998
115946.68,69642.45,198.45,342.9,317.25,-44.55,218.16,78.840004,331.75998,383.96
128798.164,76346.555,241.65001,295.65,191.7,51.3,87.48,8.64,291.16,390.91998
123940.56,161688.16,325.35,1294.65,179.55,106.65,439.56003,11.88,437.31998,422.24
103916.766,133717.5,166.05,121.5,148.5,54.0,386.64,133.92,401.36,354.96
121801.56,130970.25,143.1,103.950005,418.5,55.350002,225.72002,71.28001,415.28,477.91998
122589.086,158429.25,472.5,224.1,187.65001,60.75,360.72,95.04,473.28,568.39996
96447.28,35009.55,326.7,103.950005,270.0,86.4,-2.16,89.64001,193.72,277.24
78580.88,32383.8,195.75,236.25,112.05,-8.1,-55.08,-22.68,113.68,227.36
127961.88,168173.55,318.6,328.05002,202.5,20.25,138.24,-91.8,392.08,625.24
147086.84,172092.61,229.5,302.4,576.45,114.75,76.68,85.32,467.47998,633.36
160117.72,201708.9,217.35,241.65001,400.95,54.0,210.6,99.36,509.24,676.27997
125521.125,159193.36,395.55002,220.05,221.40001,126.9,304.56,117.72,435.0,571.88
107325.36,137350.36,326.7,126.9,159.3,35.100002,348.84003,-51.840004,437.31998,505.75998
85767.0,33851.25,222.75,48.600002,126.9,10.8,70.200005,11.88,171.68,242.43999
127085.125,166834.36,202.5,152.55,228.15001,56.7,294.84003,-18.36,454.72,612.48
122652.56,136741.5,184.95,199.8,195.75,103.950005,219.24,-24.84,388.59998,473.28
130857.125,160392.16,334.80002,52.65,183.6,83.700005,319.68002,123.12,531.27997,477.91998
108667.64,74834.555,210.6,334.80002,48.600002,-4.05,138.24,-49.68,407.15997,385.12
126939.766,177979.95,317.25,213.3,171.45,-41.850002,348.84003,-9.72,531.27997,730.8
146004.92,195118.2,228.15001,132.3,340.2,-33.75,335.88,49.68,621.76,618.27997
121551.32,130636.805,282.15,238.95,561.60004,-13.5,33.48,-58.320004,468.63998,437.31998
84796.4,32607.9,205.2,17.550001,-17.550001,27.0,129.6,-10.8,61.48,168.2
112051.4,69637.055,194.40001,209.25,387.45,41.850002,14.040001,63.72,248.23999,353.8
154163.48,180083.25,240.3,394.2,507.6,39.15,514.08,1.08,673.95996,513.88
145210.05,206332.66,357.75,311.85,341.55002,-14.85,219.24,43.2,627.56,676.27997
134640.16,179281.36,101.25,230.85,178.2,-14.85,400.68002,-35.640003,472.12,451.24
150970.16,157027.95,351.0,305.1,334.80002,56.7,543.24005,50.760002,483.72,484.87997
104112.72,64268.1,159.3,106.65,22.95,105.3,37.800003,5.4,308.56,458.19998
128743.88,140412.16,120.15,230.85,140.40001,62.100002,201.96,97.200005,441.96,450.08
117209.84,159900.75,313.2,183.6,322.65,89.1,178.20001,-104.76,502.28,598.56
139303.64,166652.11,310.5,120.15,392.85,109.35,205.20001,15.120001,524.32,626.39996
137833.48,178456.5,280.80002,286.2,60.75,5.4,150.12001,-61.56,436.15997,532.44
131353.0,183652.66,342.9,290.25,202.5,40.5,234.36002,-71.28001,489.52,590.44
134747.8,144270.45,209.25,180.90001,226.8,75.6,69.12,37.800003,409.47998,562.6
104293.96,82574.1,251.1,255.15001,187.65001,98.55,156.6,-62.640003,332.91998,383.96
142910.05,183745.8,364.5,203.85,167.40001,36.45,380.16,-30.240002,571.88,603.2
129114.64,134403.3,330.75,199.8,179.55,6.75,345.6,29.160002,425.72,487.19998
142982.72,153802.8,251.1,162.0,265.95,35.100002,327.24002,96.12,436.15997,621.76
100254.24,64669.05,147.15001,187.65001,112.05,64.8,24.84,-16.2,279.56,371.19998
119271.56,126698.85,275.4,12.150001,145.8,29.7,192.24,99.36,472.12,499.96
139094.8,153279.0,292.95,121.5,307.80002,41.850002,172.8,72.36,486.03998,577.68
137511.48,182351.25,321.30002,217.35,270.0,-58.05,205.20001,37.800003,519.68,554.48
152240.69,168633.9,241.65001,180.90001,409.05002,2.7,265.68002,54.000004,540.56,557.95996
188940.4,262143.0,2037.15,1914.3,2166.75,353.7,1518.4801,228.96,2412.8,3930.0798
156394.48,250213.05,445.5,306.45,297.0,58.05,471.96002,-38.88,731.95996,807.36
138657.8,131967.9,271.35,186.3,249.75,39.15,150.12001,150.12001,457.03998,523.16
114892.36,131484.61,237.6,232.2,201.15001,22.95,293.76,110.16,396.72,365.4
129716.32,137959.2,355.05002,176.85,180.90001,24.300001,301.32,30.240002,452.4,605.51996
118690.125,74618.555,211.95,252.45,226.8,24.300001,74.520004,92.880005,316.68,351.47998
106235.164,139263.3,197.1,213.3,214.65001,35.100002,366.12003,4.32,415.28,488.36
132664.0,126846.0,309.15,332.1,193.05,130.95,69.12,128.52,396.72,322.47998
124844.0,135043.2,243.0,133.65001,249.75,137.7,369.36002,9.72,430.36,503.43997
102004.08,99115.65,130.95,147.15001,22.95,-1.35,267.84,115.560005,339.88,358.44
104329.84,137717.55,336.15,94.5,248.40001,-16.2,-1.08,-11.88,365.4,298.12
136355.05,183708.0,341.55002,222.75,199.8,54.0,198.72,44.280003,568.39996,612.48
189654.33,262143.0,1533.6,1545.75,1732.05,317.25,922.32,160.92001,1807.2799,2954.52
112183.88,128308.055,252.45,164.7,314.55002,-12.150001,56.160004,61.56,438.47998,482.56
246233.4,55046.25,603.45,562.95,315.9,22.95,204.12001,135.0,400.19998,815.48
90678.88,100969.2,338.85,83.700005,584.55,-47.25,181.44,-6.4800005,430.36,331.75998
184712.08,262143.0,1806.3,1468.8,1443.15,395.55002,779.76,165.24,1733.0399,2967.28
116922.805,149609.7,392.85,45.9,365.85,32.4,194.40001,105.840004,486.03998,615.95996
161202.4,173990.7,406.35,378.0,51.3,91.8,385.56003,137.16,528.95996,795.75995
167537.52,262143.0,1891.35,1335.15,1996.65,279.45,894.24005,187.92001,1505.6799,2688.88
82894.76,29760.75,287.55002,24.300001,70.200005,-25.65,31.320002,28.080002,102.079994,154.28
132883.88,169842.16,356.4,247.05,414.45,25.65,301.32,-11.88,462.84,408.31998
103442.04,183979.36,270.0,338.85,527.85004,-51.3,487.08002,-16.2,554.48,535.92
72023.125,31249.8,149.85,136.35,157.95,54.0,12.960001,-20.52,117.159996,261.0
120016.766,159808.95,263.25,295.65,268.65,109.35,425.52002,60.480003,423.4,511.56
106569.125,156748.5,282.15,303.75,352.35,27.0,89.64001,36.72,419.91998,542.88
141884.25,156852.45,326.7,163.35,375.30002,31.050001,199.8,-28.080002,426.87997,502.28
138515.2,160695.9,298.35,214.65001,245.7,33.75,268.92,21.6,542.88,515.04
144668.16,134462.7,187.65001,76.950005,253.8,58.05,348.84003,49.68,486.03998,496.47998
110513.164,64255.95,52.65,149.85,152.55,0.0,4.32,62.640003,278.4,277.24
145226.61,192840.75,287.55002,210.6,348.30002,40.5,322.92,109.08,509.24,615.95996
111119.445,119506.055,187.65001,141.75,151.2,-32.4,207.36002,124.200005,287.68,382.8
125469.6,146044.36,159.3,155.25,286.2,10.8,139.32,-21.6,374.68,526.64
149047.36,143266.05,187.65001,307.80002,298.35,55.350002,71.28001,51.840004,480.24,457.03998
90432.32,54036.45,81.0,194.40001,247.05,49.95,106.920006,76.68,225.04,424.56
166568.77,217414.8,1070.55,891.0,1219.05,76.950005,721.44,73.44,1133.32,1672.72
115574.086,128650.95,141.75,213.3,445.5,27.0,427.68002,102.600006,358.44,440.8
126528.52,156787.66,230.85,218.7,573.75,93.15,267.84,141.48001,426.87997,610.16
116397.484,93754.805,145.8,558.9,233.55,103.950005,370.44,-55.08,388.59998,506.91998
94946.766,75131.555,245.7,286.2,207.90001,55.350002,114.48,104.76,345.68,439.63998
162037.77,215087.4,310.5,194.40001,378.0,36.45,382.32,-39.960003,658.88,892.04
101605.72,126759.6,249.75,170.1,321.30002,52.65,182.52,34.56,380.47998,388.59998
132811.2,133569.0,225.45,314.55002,260.55002,0.0,230.04001,199.8,382.8,419.91998
116263.164,86170.5,263.25,217.35,238.95,-16.2,89.64001,16.2,295.8,437.31998
111270.32,132181.2,283.5,8.1,233.55,41.850002,140.40001,-76.68,422.24,488.36
119047.086,154523.7,241.65001,175.5,238.95,-10.8,168.48001,3.2400002,356.12,563.76
69166.52,30476.25,135.0,44.55,47.25,-17.550001,-31.320002,68.04,142.68,176.31999
119743.52,153640.8,256.5,133.65001,355.05002,40.5,179.28001,18.36,460.52,522.0
100080.36,62195.85,206.55,508.95,319.95,109.35,168.48001,22.68,199.51999,215.76
174576.44,147657.61,406.35,307.80002,413.1,24.300001,247.32,132.84001,493.0,621.76
132292.33,142388.55,216.0,108.0,-13.5,4.05,210.6,33.48,406.0,475.59998
201265.64,262143.0,1696.9501,1266.3,1154.25,144.45,1096.2001,214.92001,1833.96,2620.44
108566.445,111601.805,147.15001,94.5,224.1,-9.45,368.28003,112.32001,325.96,414.12
130253.6,126635.4,311.85,220.05,216.0,24.300001,232.20001,73.44,423.4,432.68
132225.16,165665.25,309.15,132.3,222.75,72.9,120.96001,254.88,429.19998,508.08
134687.08,166363.2,211.95,193.05,251.1,-36.45,508.68002,34.56,505.75998,526.64
129521.28,169782.75,346.95,98.55,155.25,9.45,313.2,64.8,520.83997,578.83997
102906.6,135217.36,224.1,253.8,407.7,27.0,189.0,184.68001,446.59998,486.03998
90429.56,94301.555,191.7,97.200005,106.65,133.65001,182.52,89.64001,254.04,346.84
118089.36,68925.6,437.4,777.60004,785.7,-21.6,123.12,-105.840004,256.36,452.4
118288.086,138457.36,229.5,226.8,275.4,1.35,302.40002,-32.4,455.87997,588.12
152164.33,181037.7,444.15,360.45,577.8,117.450005,305.64,30.240002,580.0,737.75995
143759.2,176440.95,319.95,243.0,211.95,45.9,335.88,44.280003,544.04,488.36
96674.52,112086.45,272.7,203.85,149.85,10.8,117.72,31.320002,286.52,419.91998
71660.64,55441.8,260.55002,143.1,159.3,36.45,87.48,-42.120003,149.64,277.24
90899.68,67701.15,274.05002,270.0,58.05,20.25,96.12,1.08,208.79999,346.84
127700.6,100703.25,294.30002,333.45,271.35,51.3,151.20001,108.00001,412.96,366.56
124428.164,124849.35,302.4,240.3,99.9,32.4,191.16,61.56,504.59998,483.72
140467.44,168829.66,244.35,220.05,226.8,27.0,292.68002,99.36,541.72,561.44
79437.4,119430.45,248.40001,172.8,27.0,98.55,187.92001,15.120001,328.28,428.03998
99587.24,122818.95,174.15001,278.1,144.45,9.45,236.52,-46.440002,299.28,357.28
134780.92,173317.05,313.2,237.6,151.2,82.35,327.24002,-6.4800005,557.95996,513.88
116539.164,119387.25,179.55,260.55002,237.6,33.75,44.280003,81.0,472.12,468.63998
125524.805,169857.0,216.0,140.40001,379.35,122.85,258.12,17.28,489.52,461.68
97520.0,118060.2,241.65001,91.8,283.5,-5.4,113.4,194.40001,281.88,438.47998
115736.92,122643.45,306.45,55.350002,113.4,31.050001,77.76,-19.44,394.4,440.8
116509.72,138829.95,113.4,207.90001,159.3,-12.150001,341.28,30.240002,482.56,528.95996
95980.84,69252.305,340.2,400.95,195.75,13.5,211.68001,62.640003,286.52,365.4
123491.6,143820.9,278.1,176.85,174.15001,9.45,157.68001,74.520004,443.12,451.24
123441.0,128079.9,367.2,113.4,20.25,24.300001,85.32,16.2,378.16,432.68
122871.52,142882.66,203.85,187.65001,338.85,114.75,212.76001,38.88,459.36,489.52
107260.96,120017.7,278.1,147.15001,203.85,20.25,135.0,61.56,278.4,348.0
144245.88,148386.61,234.90001,226.8,93.15,-9.45,198.72,57.24,444.28,461.68
127497.28,132301.36,240.3,332.1,310.5,1.35,239.76001,49.68,366.56,446.59998
103771.4,106888.95,172.8,243.0,195.75,-60.75,375.84003,-42.120003,254.04,349.16
101938.766,105511.95,147.15001,148.5,517.05,-12.150001,235.44,-8.64,441.96,356.12
