FSC-A,SSC-A,IgG,IgG2A,PerCP-Cy5-5-A,PE-Cy7-A,APC-A,APC-Cy7-A,Pacific Blue-A,AmCyan-A
115212.52,134962.2,406.35,183.6,251.1,5.4,185.76001,55.08,356.12,464.0
133678.77,150925.95,271.35,214.65001,257.85,-44.55,393.12003,95.04,511.56,494.15997
90072.6,108855.9,268.65,210.6,56.7,24.300001,185.76001,27.000002,381.63998,461.68
134943.77,140630.86,268.65,191.7,163.35,17.550001,128.52,-12.960001,364.24,468.63998
115350.52,76130.555,405.0,218.7,72.9,1.35,84.240005,127.44,281.88,388.59998
147720.72,133116.75,301.05002,221.40001,147.15001,27.0,122.04001,7.5600004,414.12,491.84
76640.6,31827.6,191.7,178.2,122.85,-6.75,-21.6,12.960001,199.51999,191.4
142310.2,196002.45,284.85,460.35,553.5,48.600002,345.6,-22.68,561.44,654.24
135274.05,219396.61,380.7,356.4,199.8,22.95,332.64,-79.920006,614.8,643.8
138033.12,141832.36,240.3,251.1,145.8,4.05,212.76001,18.36,365.4,613.63995
138425.97,236528.11,321.30002,166.05,249.75,58.05,305.64,152.28,622.92,668.16
124894.6,30345.3,122.85,36.45,163.35,-9.45,18.36,37.800003,191.4,277.24
147447.48,145496.25,422.55002,278.1,288.9,95.85,254.88,46.440002,432.68,553.32
125686.72,136493.11,253.8,87.75,149.85,29.7,99.36,6.4800005,412.96,414.12
113501.32,110675.7,125.55,248.40001,237.6,45.9,200.88,91.8,433.84,414.12
193263.48,55726.652,526.5,506.25,199.8,41.850002,101.520004,42.120003,241.28,585.8
130821.24,143874.9,392.85,297.0,409.05002,-1.35,154.44,84.240005,486.03998,589.27997
118650.56,126488.25,205.2,113.4,117.450005,-10.8,193.32,-5.4,324.8,531.27997
135012.77,149758.2,317.25,103.950005,251.1,113.4,93.96001,-32.4,464.0,547.51996
127923.24,155537.55,176.85,334.80002,346.95,64.8,286.2,-16.2,406.0,445.44
133679.69,130871.7,230.85,198.45,315.9,39.15,213.84001,17.28,522.0,498.8
78873.445,94599.9,105.3,56.7,82.35,35.100002,139.32,59.4,303.91998,314.36
123569.805,75955.055,222.75,305.1,314.55002,12.150001,150.12001,-35.640003,244.76,425.72
122639.68,186410.7,310.5,178.2,220.05,33.75,119.880005,34.56,564.92,578.83997
91168.32,110380.055,226.8,189.0,159.3,-31.050001,208.44,127.44,334.08,412.96
125581.84,147058.2,378.0,172.8,207.90001,-37.8,357.48,101.520004,403.68,578.83997
103707.92,96260.4,122.85,228.15001,295.65,64.8,219.24,77.76,328.28,335.24
111107.484,128788.65,233.55,214.65001,313.2,98.55,167.40001,95.04,425.72,605.51996
128723.64,135176.86,193.05,75.6,199.8,-27.0,206.28001,31.320002,402.52,387.44
133568.36,142576.2,201.15001,121.5,125.55,8.1,252.72002,18.36,424.56,426.87997
95519.92,114590.7,133.65001,207.90001,55.350002,-5.4,166.32,65.880005,307.4,322.47998
104750.28,68285.7,297.0,282.15,112.05,-2.7,140.40001,95.04,221.56,342.19998
121557.766,55528.2,459.0,265.95,140.40001,-14.85,42.120003,-34.56,276.08,480.24
150715.33,172523.25,356.4,298.35,210.6,-5.4,438.48,31.320002,537.07996,554.48
122400.484,122906.7,170.1,260.55002,241.65001,99.9,197.64001,-54.000004,352.63998,279.56
123301.164,66862.805,286.2,282.15,232.2,-14.85,365.04,-50.760002,330.59998,535.92
39753.2,19803.15,117.450005,93.15,120.15,37.8,99.36,-5.4,37.12,131.08
234473.05,256890.16,526.5,325.35,711.45,-10.8,397.44,189.0,743.56,856.07996
140352.44,148690.36,132.3,228.15001,63.45,-1.35,177.12001,-43.2,409.47998,460.52
111494.805,111613.95,230.85,228.15001,291.6,-36.45,181.44,47.52,346.84,388.59998
132084.4,129990.15,218.7,110.700005,379.35,36.45,138.24,110.16,417.59998,455.87997
117664.32,91650.15,283.5,179.55,244.35,36.45,34.56,44.280003,288.84,419.91998
151759.52,95385.6,256.5,41.850002,137.7,72.9,210.6,164.16,332.91998,416.44
115433.32,122241.15,170.1,117.450005,274.05002,71.55,232.20001,16.2,300.44,419.91998
137364.28,193263.3,338.85,279.45,229.5,48.600002,275.40002,59.4,706.44,612.48
135169.16,172633.95,283.5,182.25,297.0,27.0,355.32,118.8,436.15997,617.12
151211.2,210735.0,399.6,318.6,247.05,72.9,290.52002,146.88,653.07996,636.83997
91711.125,125377.2,214.65001,199.8,145.8,28.35,196.56001,36.72,344.52,372.36
202906.92,262143.0,1764.4501,1695.6,2293.6501,82.35,1140.4801,-27.000002,1927.9199,3314.1199
130509.36,129529.805,207.90001,124.200005,152.55,-5.4,156.6,216.00002,460.52,440.8
121093.164,114234.305,322.65,83.700005,303.75,35.100002,147.96,18.36,408.31998,450.08
115677.125,147163.5,244.35,299.7,291.6,-10.8,419.04,-8.64,481.4,509.24
120887.086,149496.3,217.35,178.2,263.25,37.8,351.0,182.52,422.24,399.03998
112667.805,73533.15,217.35,240.3,122.85,21.6,136.08,-29.160002,301.6,494.15997
132376.05,168023.7,270.0,166.05,345.6,-37.8,288.36002,50.760002,409.47998,410.63998
218067.61,62337.6,699.3,506.25,407.7,-63.45,277.56,71.28001,292.31998,817.8
163267.8,262143.0,1595.7001,1416.15,2397.6,101.25,870.48004,119.880005,1961.5599,2975.4
120457.445,113094.9,198.45,143.1,291.6,35.100002,-4.32,7.5600004,373.52,477.91998
124951.64,97883.1,251.1,531.9,403.65,16.2,136.08,70.200005,335.24,591.6
133185.64,137700.0,180.90001,118.8,291.6,16.2,212.76001,150.12001,335.24,493.0
103201.0,117578.25,145.8,97.200005,172.8,17.550001,144.72,16.2,357.28,337.56
130249.92,139410.45,137.7,365.85,97.200005,16.2,249.48001,-30.240002,439.63998,424.56
134277.69,144998.11,243.0,329.4,91.8,25.65,281.88,69.12,475.59998,556.8
111990.68,125019.45,240.3,120.15,440.1,33.75,92.880005,31.320002,425.72,563.76
113636.56,119358.9,261.9,37.8,163.35,31.050001,305.64,91.8,344.52,506.91998
149476.08,175392.0,384.75,297.0,465.75,-60.75,288.36002,-10.8,610.16,539.39996
136475.56,184184.55,446.85,197.1,348.30002,121.5,471.96002,-30.240002,607.83997,765.6
117776.56,108159.305,255.15001,226.8,265.95,13.5,177.12001,3.2400002,334.08,458.19998
111372.445,122725.805,157.95,102.6,248.40001,12.150001,186.84001,41.04,316.68,338.72
118979.92,146534.4,261.9,187.65001,270.0,-35.100002,180.36,23.76,448.91998,481.4
133035.69,129629.7,260.55002,268.65,341.55002,49.95,132.84001,-45.36,321.31998,455.87997
112133.28,122188.5,195.75,186.3,18.9,13.5,346.68002,-69.12,354.96,502.28
93906.24,104434.65,221.40001,214.65001,190.35,49.95,70.200005,118.8,215.76,414.12
111883.96,101119.055,141.75,58.05,195.75,44.55,220.32,116.64001,305.08,351.47998
134418.44,139803.3,193.05,388.80002,299.7,76.950005,187.92001,-30.240002,494.15997,515.04
49103.16,43198.652,148.5,130.95,-51.3,-20.25,117.72,30.240002,73.079994,211.12
159448.89,184956.75,261.9,318.6,191.7,120.15,351.0,84.240005,660.04,669.32
84249.92,34412.85,47.25,179.55,93.15,-12.150001,124.200005,-74.520004,120.64,194.87999
146623.16,164685.16,365.85,139.05,265.95,36.45,192.24,-52.920002,508.08,443.12
114794.84,160871.4,251.1,203.85,218.7,47.25,427.68002,84.240005,547.51996,552.16
115380.88,114439.5,198.45,238.95,112.05,32.4,216.00002,-73.44,414.12,380.47998
157565.64,142595.11,224.1,125.55,379.35,47.25,171.72,9.72,430.36,437.31998
150227.72,154930.05,301.05002,210.6,305.1,5.4,217.08,44.280003,502.28,482.56
114403.84,113169.15,302.4,237.6,182.25,44.55,270.0,49.68,392.08,457.03998
87333.76,26349.3,29.7,54.0,86.4,-17.550001,104.76,-55.08,5.7999997,124.119995
98592.72,106216.65,232.2,218.7,63.45,20.25,186.84001,-108.00001,359.59998,411.8
153347.44,196705.8,287.55002,151.2,460.35,32.4,326.16,16.2,653.07996,649.6
107497.4,105991.2,263.25,224.1,247.05,72.9,12.960001,-146.88,357.28,267.96
137137.05,135928.8,245.7,190.35,390.15,-20.25,322.92,-11.88,435.0,502.28
146848.56,201676.5,373.95,189.0,380.7,-1.35,181.44,95.04,551.0,672.8
162107.69,210323.25,295.65,234.90001,260.55002,-13.5,378.0,14.040001,617.12,737.75995
128275.6,154872.0,236.25,317.25,406.35,1.35,112.32001,65.880005,453.56,513.88
45586.92,72878.4,103.950005,41.850002,148.5,70.200005,298.08002,20.52,106.71999,284.19998
108189.24,128752.2,98.55,118.8,217.35,31.050001,78.840004,54.000004,329.44,365.4
126251.6,66726.45,249.75,305.1,290.25,64.8,178.20001,70.200005,229.68,276.08
131946.4,177608.7,240.3,341.55002,43.2,94.5,380.16,102.600006,483.72,537.07996
155755.08,183681.0,302.4,303.75,205.2,58.05,290.52002,124.200005,518.51996,580.0
112242.766,117817.2,149.85,110.700005,85.05,37.8,225.72002,37.800003,328.28,534.76
103691.36,120884.4,233.55,191.7,351.0,-27.0,118.8,-55.08,348.0,447.75998
104243.36,144363.61,168.75,155.25,280.80002,40.5,109.08,11.88,378.16,396.72
107158.84,108180.9,145.8,167.40001,64.8,-58.05,130.68001,157.68001,341.03998,344.52
119560.445,126639.45,265.95,62.100002,156.6,17.550001,274.32,129.6,351.47998,390.91998
114036.766,80295.305,238.95,198.45,86.4,5.4,264.6,17.28,279.56,482.56
98710.484,96855.75,132.3,180.90001,162.0,59.4,247.32,38.88,277.24,385.12
122918.445,144059.86,243.0,237.6,463.05002,85.05,295.92,31.320002,349.16,563.76
114954.0,129982.055,189.0,164.7,147.15001,22.95,265.68002,12.960001,397.87997,396.72
134762.52,134303.4,132.3,234.90001,93.15,55.350002,159.84001,25.920002,454.72,483.72
120046.2,180912.16,260.55002,272.7,346.95,52.65,443.88,-33.48,477.91998,546.36
110858.164,157508.55,252.45,68.85,110.700005,-39.15,247.32,-22.68,522.0,576.51996
95314.766,107638.2,168.75,155.25,336.15,25.65,322.92,-30.240002,423.4,392.08
116052.484,128039.4,187.65001,135.0,126.9,51.3,146.88,41.04,426.87997,392.08
117834.52,184833.9,369.9,210.6,301.05002,10.8,246.24,71.28001,535.92,602.04
79104.36,35540.1,211.95,144.45,99.9,-63.45,92.880005,0.0,90.479996,291.16
64511.32,101081.25,245.7,252.45,371.25,45.9,179.28001,186.84001,303.91998,422.24
134929.05,203933.7,294.30002,211.95,198.45,41.850002,263.52002,42.120003,552.16,704.12
61950.96,18674.55,110.700005,-29.7,-37.8,28.35,111.240005,-9.72,117.159996,59.16
165458.33,203629.95,453.6,295.65,263.25,27.0,315.36002,64.8,689.04,691.36
105511.125,110401.65,207.90001,68.85,249.75,32.4,168.48001,-68.04,382.8,426.87997
120409.6,123691.055,191.7,163.35,291.6,27.0,312.12003,106.920006,377.0,523.16
132424.8,161412.75,148.5,176.85,448.2,41.850002,407.16,44.280003,367.72,551.0
101510.04,116557.65,236.25,128.25,265.95,5.4,253.8,-6.4800005,375.84,343.36
102238.68,131450.86,251.1,190.35,124.200005,-39.15,169.56001,-46.440002,364.24,387.44
200826.8,218535.3,399.6,237.6,530.55,159.3,356.40002,54.000004,686.72,714.56
155169.05,191161.36,229.5,407.7,280.80002,-5.4,192.24,28.080002,656.56,603.2
113035.805,183455.55,282.15,270.0,284.85,32.4,358.56003,140.40001,564.92,643.8
134863.72,121910.4,334.80002,213.3,382.05002,-31.050001,312.12003,25.920002,354.96,446.59998
102738.24,92254.95,268.65,129.6,145.8,99.9,102.600006,-76.68,280.72,378.16
90181.164,42885.45,106.65,151.2,36.45,-1.35,62.640003,72.36,135.72,177.48
114957.68,119163.15,149.85,261.9,166.05,-9.45,163.08,-132.84001,433.84,455.87997
134599.69,189346.95,299.7,267.30002,481.95,79.65,305.64,-21.6,606.68,808.51996
155090.84,177998.86,272.7,217.35,67.5,36.45,235.44,70.200005,495.31998,561.44
92112.24,107127.9,319.95,313.2,361.80002,13.5,288.36002,31.320002,346.84,547.51996
88717.445,124789.95,249.75,93.15,284.85,55.350002,114.48,-29.160002,356.12,502.28
125347.24,181692.45,249.75,261.9,491.4,91.8,194.40001,69.12,479.08,648.44
155924.36,194292.0,357.75,429.30002,344.25,75.6,333.72,84.240005,457.03998,686.72
114512.4,110150.555,193.05,132.3,264.6,33.75,130.68001,33.48,351.47998,419.91998
137390.05,145932.3,280.80002,202.5,156.6,48.600002,271.08002,48.600002,475.59998,578.83997
133626.33,137828.25,230.85,255.15001,190.35,27.0,251.64001,54.000004,342.19998,560.27997
108336.445,147120.3,214.65001,163.35,230.85,125.55,58.320004,-99.36,436.15997,568.39996
116830.805,71454.15,133.65001,145.8,198.45,78.3,47.52,65.880005,291.16,387.44
78435.52,104575.055,167.40001,90.450005,137.7,6.75,216.00002,81.0,257.52,335.24
157033.89,202614.75,275.4,205.2,190.35,-8.1,579.96,109.08,519.68,740.07996
134932.72,180878.4,294.30002,211.95,387.45,79.65,169.56001,54.000004,503.43997,619.44
119876.0,139089.16,116.1,237.6,120.15,-39.15,247.32,-52.920002,374.68,457.03998
107684.164,122933.7,267.30002,98.55,133.65001,175.5,371.52002,57.24,368.87997,393.24
139367.12,149600.25,236.25,141.75,255.15001,31.050001,185.76001,104.76,404.84,437.31998
109732.08,78871.055,268.65,160.65001,241.65001,74.25,48.600002,16.2,310.88,443.12
148013.28,194413.5,314.55002,287.55002,328.05002,35.100002,279.72,78.840004,523.16,611.32
191929.48,262143.0,1529.55,1472.85,1422.9,143.1,859.68005,30.240002,1713.32,2900.0
108155.2,124173.0,151.2,1.35,128.25,1.35,20.52,122.04001,402.52,443.12
119892.56,156068.11,238.95,249.75,128.25,-32.4,261.36002,68.04,502.28,495.31998
101660.92,111310.2,168.75,122.85,390.15,16.2,166.32,-12.960001,392.08,404.84
219964.64,262143.0,1965.6,1703.7001,1980.4501,166.05,1276.56,221.40001,2255.04,3496.24
83496.445,25301.701,51.3,114.75,21.6,21.6,2.16,-42.120003,47.559998,184.43999
126800.84,115233.305,198.45,166.05,319.95,43.2,73.44,119.880005,353.8,440.8
152179.05,155159.55,256.5,156.6,403.65,54.0,156.6,-100.44,414.12,541.72
102681.2,114465.15,261.9,62.100002,191.7,58.05,209.52,86.4,298.12,418.75998
142402.2,204858.45,386.1,321.30002,434.7,74.25,95.04,65.880005,505.75998,591.6
145826.44,168076.36,248.40001,302.4,440.1,67.5,172.8,23.76,446.59998,546.36
81220.36,25131.6,-28.35,-6.75,85.05,-12.150001,133.92,-44.280003,138.04,129.92
101132.84,110714.85,183.6,87.75,70.200005,5.4,109.08,-61.56,315.52,354.96
111449.72,141528.61,202.5,108.0,113.4,66.15,382.32,101.520004,430.36,564.92
123084.96,108598.055,220.05,164.7,125.55,25.65,233.28001,-25.920002,307.4,409.47998
136975.12,160439.4,203.85,137.7,-4.05,4.05,261.36002,14.040001,438.47998,531.27997
112371.56,140923.8,268.65,191.7,145.8,-14.85,370.44,239.76001,373.52,422.24
150287.52,162564.3,315.9,152.55,228.15001,40.5,204.12001,-28.080002,466.31998,574.2
129439.41,152415.0,283.5,376.65,241.65001,-5.4,122.04001,-20.52,426.87997,541.72
169477.8,192645.0,459.0,452.25,521.10004,52.65,368.28003,164.16,580.0,779.51996
69924.6,27147.15,137.7,47.25,-54.0,-9.45,-43.2,143.64,93.96,201.84
122646.125,163216.36,290.25,75.6,221.40001,-28.35,153.36,-81.0,483.72,534.76
111711.0,64334.25,265.95,398.25,251.1,1.35,-2.16,-35.640003,344.52,676.27997
130429.32,167587.66,217.35,183.6,341.55002,-14.85,109.08,130.68001,465.15997,510.4
132296.0,130959.45,275.4,229.5,243.0,36.45,471.96002,-5.4,377.0,522.0
139754.44,145507.05,364.5,149.85,504.9,-28.35,253.8,-56.160004,436.15997,494.15997
99741.805,139414.5,248.40001,243.0,307.80002,75.6,294.84003,-6.4800005,435.0,416.44
90233.6,54089.1,189.0,144.45,137.7,6.75,127.44,84.240005,223.87999,433.84
158348.56,166442.86,290.25,175.5,237.6,55.350002,358.56003,143.64,499.96,597.39996
235658.92,52421.85,549.45,430.65,264.6,81.0,233.28001,54.000004,249.4,609.0
149613.16,172694.7,325.35,221.40001,472.5,63.45,99.36,7.5600004,504.59998,615.95996
107496.484,152667.45,213.3,198.45,341.55002,32.4,190.08,33.48,406.0,346.84
41684.28,26771.85,87.75,156.6,102.6,-10.8,102.600006,143.64,112.52,134.56
122790.56,167667.3,298.35,198.45,225.45,21.6,198.72,11.88,438.47998,489.52
133256.48,154530.45,221.40001,203.85,278.1,-6.75,292.68002,111.240005,439.63998,556.8
127475.2,177311.7,232.2,287.55002,90.450005,12.150001,237.6,49.68,448.91998,625.24
135261.16,138138.75,211.95,118.8,194.40001,135.0,302.40002,146.88,470.96,470.96
99058.24,101858.85,135.0,170.1,187.65001,110.700005,66.96,152.28,264.47998,403.68
112230.805,126648.9,141.75,157.95,194.40001,-32.4,180.36,14.040001,448.91998,410.63998
162783.89,168331.5,216.0,247.05,292.95,12.150001,238.68001,-4.32,508.08,598.56
262143.0,94342.055,907.2,955.8,411.75,74.25,219.24,-23.76,506.91998,1180.88
103978.4,131453.55,195.75,160.65001,286.2,25.65,168.48001,-14.040001,345.68,412.96
144274.4,157963.5,315.9,148.5,225.45,175.5,390.96002,-4.32,419.91998,561.44
108139.56,126732.6,268.65,252.45,103.950005,2.7,105.840004,60.480003,277.24,418.75998
102508.24,61337.25,153.90001,203.85,147.15001,-1.35,141.48001,66.96,290.0,393.24
133326.4,158976.0,210.6,2.7,105.3,-1.35,165.24,120.96001,505.75998,532.44
123855.0,159012.45,286.2,149.85,260.55002,109.35,203.04001,-44.280003,556.8,470.96
114320.125,115429.055,166.05,175.5,122.85,76.950005,279.72,-18.36,325.96,408.31998
82809.2,27909.9,85.05,162.0,175.5,-24.300001,30.240002,-131.76001,64.96,128.76
204852.72,262143.0,2344.95,1846.8,2185.6501,407.7,1102.68,333.72,2293.3198,4014.7598
117640.4,87528.6,280.80002,359.1,114.75,-32.4,103.68001,27.000002,298.12,535.92
119769.28,119749.055,148.5,263.25,278.1,-60.75,271.08002,2.16,352.63998,364.24
115179.4,77259.15,122.85,194.40001,37.8,56.7,114.48,37.800003,273.75998,385.12
148356.44,152140.95,274.05002,328.05002,430.65,37.8,332.64,68.04,482.56,439.63998
120452.84,128221.65,216.0,186.3,207.90001,101.25,205.20001,-32.4,419.91998,570.72
123681.125,185367.16,257.85,160.65001,287.55002,45.9,279.72,33.48,533.6,613.63995
111813.125,128002.95,248.40001,218.7,265.95,90.450005,174.96,30.240002,348.0,545.2
119160.24,121385.25,205.2,180.90001,360.45,-25.65,194.40001,38.88,395.56,424.56
137940.2,196021.36,213.3,205.2,369.9,29.7,312.12003,74.520004,614.8,648.44
97997.484,132370.2,102.6,143.1,264.6,72.9,291.6,-19.44,343.36,357.28
120382.0,167117.86,340.2,267.30002,120.15,18.9,331.56003,142.56001,491.84,575.36
124432.766,139417.2,211.95,201.15001,162.0,129.6,128.52,45.36,426.87997,556.8
146328.77,144073.36,248.40001,159.3,361.80002,86.4,106.920006,2.16,417.59998,432.68
114063.445,145319.4,163.35,199.8,174.15001,44.55,119.880005,18.36,460.52,515.04
132559.12,158718.16,190.35,189.0,124.200005,74.25,226.8,-28.080002,417.59998,516.2
142825.4,166554.9,440.1,174.15001,410.4,10.8,220.32,-62.640003,508.08,701.8
114279.64,145319.4,306.45,105.3,24.300001,-1.35,409.32,-10.8,348.0,537.07996
123761.164,155821.05,263.25,174.15001,54.0,-71.55,120.96001,116.64001,360.75998,440.8
149805.44,193588.66,322.65,224.1,486.0,55.350002,441.72003,39.960003,549.83997,711.07996
165188.77,190421.55,241.65001,225.45,317.25,-36.45,261.36002,48.600002,626.39996,551.0
189036.08,262143.0,1898.1,1428.3,1663.2001,113.4,965.52,159.84001,2273.5999,3294.4
165677.28,262143.0,1125.9,972.0,1135.35,167.40001,1204.2001,196.56001,1418.6799,2239.96
102039.96,140167.8,198.45,236.25,313.2,18.9,206.28001,42.120003,473.28,390.91998
71824.4,55358.1,340.2,241.65001,101.25,-45.9,111.240005,23.76,197.2,328.28
173992.25,78652.35,754.65,514.35004,322.65,33.75,186.84001,91.8,254.04,951.19995
123066.56,144757.8,148.5,130.95,317.25,71.55,300.24002,-22.68,377.0,470.96
100643.4,105486.305,159.3,112.05,209.25,-5.4,226.8,-32.4,273.75998,429.19998
107659.32,63282.6,159.3,413.1,205.2,37.8,198.72,-115.560005,206.48,436.15997
145981.92,153913.5,351.0,427.95,476.55002,90.450005,122.04001,66.96,392.08,473.28
132729.33,154681.66,226.8,213.3,186.3,-18.9,247.32,147.96,501.12,475.59998
141435.28,163721.25,122.85,106.65,124.200005,-22.95,194.40001,24.84,504.59998,598.56
140634.88,195251.86,324.0,315.9,253.8,51.3,219.24,21.6,534.76,716.88
164244.84,164371.95,390.15,306.45,279.45,71.55,410.40002,78.840004,525.48,597.39996
122647.96,153840.61,275.4,261.9,141.75,45.9,367.2,145.8,445.44,511.56
32929.562,22221.0,93.15,206.55,54.0,41.850002,9.72,-19.44,97.439995,73.079994
135303.48,111624.75,255.15001,193.05,255.15001,6.75,248.40001,151.20001,259.84,323.63998
77306.68,37278.902,255.15001,81.0,40.5,6.75,-21.6,139.32,154.28,170.51999
96722.36,123460.2,203.85,203.85,76.950005,-21.6,166.32,-111.240005,440.8,342.19998
92874.92,75439.35,237.6,430.65,369.9,31.050001,259.2,46.440002,342.19998,447.75998
118094.88,96315.75,243.0,299.7,588.60004,178.2,52.920002,18.36,301.6,537.07996
108357.6,93838.5,298.35,341.55002,247.05,-16.2,92.880005,-54.000004,252.87999,532.44
119243.96,118663.65,274.05002,386.1,168.75,27.0,312.12003,-45.36,438.47998,410.63998
178866.4,226327.5,324.0,261.9,526.5,118.8,587.52,19.44,646.12,836.36
159530.77,192889.36,449.55002,310.5,309.15,108.0,523.80005,6.4800005,638.0,625.24
140712.16,166360.5,359.1,163.35,201.15001,-17.550001,493.56003,34.56,481.4,503.43997
106365.805,111692.25,174.15001,175.5,160.65001,-8.1,36.72,64.8,288.84,425.72
114842.68,135799.2,118.8,356.4,317.25,89.1,522.72003,57.24,389.75998,407.15997
98551.32,63587.7,229.5,232.2,194.40001,55.350002,43.2,49.68,243.59999,277.24
157211.44,262143.0,1826.55,1665.9,1343.25,25.65,938.52,250.56001,1901.24,3141.28
125517.445,145320.75,348.30002,114.75,287.55002,37.8,200.88,258.12,466.31998,504.59998
99992.04,36674.1,164.7,0.0,-33.75,0.0,65.880005,-20.52,80.04,240.12
67018.32,24100.201,324.0,130.95,2.7,-31.050001,2.16,-6.4800005,97.439995,194.87999
183864.77,262143.0,2542.05,2332.8,2718.9001,396.9,1451.52,354.24002,2285.2,4054.2
138434.25,161306.11,463.05002,220.05,174.15001,63.45,260.28,78.840004,590.44,704.12
133531.56,155082.61,360.45,160.65001,475.2,32.4,270.0,149.04001,528.95996,636.83997
155258.28,231504.75,319.95,379.35,656.10004,29.7,478.44003,-37.800003,726.16,930.31995
141970.72,190634.86,318.6,195.75,400.95,190.35,332.64,34.56,516.2,619.44
102664.64,112195.805,226.8,233.55,160.65001,8.1,395.28003,-21.6,306.24,505.75998
117307.36,156961.8,113.4,17.550001,255.15001,4.05,208.44,100.44,421.08,515.04
152708.97,262143.0,1210.9501,1123.2001,1065.15,175.5,567.0,141.48001,1479.0,2100.76
103133.84,125510.85,194.40001,118.8,62.100002,0.0,232.20001,-24.84,383.96,412.96
107045.68,70848.0,186.3,465.75,221.40001,51.3,127.44,-37.800003,249.4,359.59998
130133.086,155569.95,245.7,81.0,102.6,114.75,282.96002,63.72,368.87997,496.47998
121620.32,174121.66,159.3,211.95,386.1,101.25,71.28001,183.6,509.24,577.68
102306.766,111468.15,60.75,113.4,144.45,-21.6,127.44,20.52,417.59998,299.28
137918.12,135299.7,222.75,238.95,453.6,-33.75,260.28,164.16,466.31998,535.92
164290.84,156413.7,232.2,226.8,403.65,44.55,240.84001,163.08,433.84,370.03998
127769.6,156311.11,218.7,143.1,373.95,63.45,355.32,117.72,520.83997,475.59998
83031.84,33801.3,232.2,317.25,371.25,75.6,361.80002,147.96,218.07999,416.44
129298.64,262143.0,1764.4501,1510.65,1559.25,128.25,798.12006,214.92001,1881.5199,3267.72
69842.72,23386.05,163.35,-14.85,8.1,-6.75,-20.52,36.72,88.159996,299.28
147289.25,176076.45,247.05,338.85,263.25,-10.8,281.88,-55.08,539.39996,708.76
139231.88,168323.4,345.6,125.55,247.05,40.5,302.40002,42.120003,402.52,625.24
131905.92,146897.55,332.1,278.1,322.65,13.5,149.04001,35.640003,357.28,447.75998
238294.72,59313.6,764.10004,421.2,179.55,-6.75,231.12001,31.320002,387.44,696.0
157206.84,200411.55,367.2,236.25,301.05002,39.15,244.08002,79.920006,586.95996,715.72
136795.72,151992.45,314.55002,148.5,153.90001,24.300001,319.68002,101.520004,385.12,532.44
153747.64,177851.7,265.95,99.9,210.6,4.05,259.2,-48.600002,566.07996,580.0
128743.88,138792.16,193.05,228.15001,307.80002,124.200005,179.28001,68.04,421.08,444.28
123093.24,167224.5,236.25,130.95,71.55,-25.65,279.72,211.68001,437.31998,488.36
104401.6,128040.75,201.15001,203.85,399.6,35.100002,225.72002,-44.280003,416.44,532.44
128402.56,132979.05,199.8,214.65001,121.5,-1.35,177.12001,-44.280003,290.0,483.72
131440.4,169241.4,195.75,309.15,155.25,106.65,284.04,72.36,596.24,564.92
115808.68,76154.85,211.95,290.25,210.6,18.9,167.40001,89.64001,287.68,374.68
109561.88,116260.65,217.35,206.55,197.1,-2.7,290.52002,50.760002,301.6,436.15997
107912.32,59165.1,99.9,351.0,168.75,91.8,189.0,52.920002,205.31999,329.44
162547.44,219927.16,337.5,241.65001,384.75,55.350002,542.16003,-3.2400002,698.32,754.0
116418.64,160925.4,228.15001,245.7,359.1,0.0,201.96,90.72,518.51996,487.19998
262143.0,262143.0,476.55002,399.6,537.3,-41.850002,460.08002,73.44,890.88,1013.83997
106412.72,99424.805,214.65001,229.5,148.5,62.100002,47.52,-82.08,329.44,350.31998
138328.44,172727.11,241.65001,241.65001,369.9,-22.95,164.16,18.36,576.51996,639.16
163693.77,195064.2,438.75,307.80002,322.65,60.75,369.36002,74.520004,677.44,711.07996
161573.16,123141.6,163.35,166.05,594.0,136.35,205.20001,47.52,396.72,577.68
180496.64,262143.0,2466.45,2003.4,2829.6,437.4,1456.92,144.72,1704.0399,3474.2
126841.32,65376.45,202.5,346.95,302.4,45.9,105.840004,42.120003,232.0,374.68
151428.33,189842.4,453.6,263.25,325.35,58.05,255.96,146.88,583.48,564.92
230195.97,52080.3,608.85004,565.65,253.8,29.7,127.44,6.4800005,385.12,738.92
135964.97,187242.3,232.2,283.5,333.45,113.4,49.68,-83.16,546.36,635.68
105898.445,147039.3,359.1,205.2,340.2,37.8,290.52002,-20.52,460.52,453.56
108514.92,127665.45,321.30002,228.15001,634.5,1.35,315.36002,19.44,396.72,591.6
103998.64,79632.45,224.1,307.80002,306.45,28.35,169.56001,0.0,374.68,408.31998
135625.48,157828.5,257.85,145.8,271.35,5.4,141.48001,-10.8,475.59998,524.32
104801.805,123487.2,160.65001,133.65001,47.25,67.5,115.560005,129.6,494.15997,414.12
104969.24,135548.11,164.7,148.5,371.25,72.9,213.84001,66.96,361.91998,512.72
99817.24,61569.45,211.95,159.3,216.0,31.050001,59.4,-49.68,213.43999,223.87999
157595.08,194850.9,378.0,240.3,309.15,106.65,382.32,-48.600002,596.24,611.32
128731.92,136185.3,172.8,149.85,178.2,108.0,206.28001,24.84,408.31998,489.52
119335.96,155941.2,230.85,352.35,309.15,44.55,129.6,-92.880005,408.31998,533.6
112847.2,105328.35,220.05,176.85,274.05002,28.35,131.76001,-1.08,444.28,284.19998
